test,domain,skill,difficulty,question_text_latex,option_A_latex,option_B_latex,option_C_latex,option_D_latex,correct_answer,correct_answer_spr_latex,step_1,step_2,step_3,step_4,step_5,step_6
Math,Algebra,Linear equations in one variable,Medium,$0.5(x - 3) = 0.2x + 6$. What is the value of $x$?,15,25,30,50,B,,"The given equation is $0.5(x - 3) = 0.2x + 6$. To eliminate the decimals, we can multiply the entire equation by 10.",$10 \times [0.5(x - 3)$ = 10 \times [0.2x + 6$ which results in $5(x - 3) = 2x + 60$.,Distribute the 5 on the left side: $5x - 15 = 2x + 60$.,"To solve for $x$, gather the variable terms on one side. Subtract $2x$ from both sides: $3x - 15 = 60$.","Next, gather the constant terms on the other side. Add 15 to both sides: $3x = 75$.","Finally, divide by 3: $x = \frac{75}{3} = 25$."
Math,Algebra,Linear equations in one variable,Medium,"If $\frac{2x+1}{3} = \frac{x+5}{2}$, what is the value of $x$?",,,,,13,13,The given equation is a proportion: $\frac{2x+1}{3} = \frac{x+5}{2}$.,"To solve a proportion, we can cross-multiply. This means multiplying the numerator of the left fraction by the denominator of the right, and setting it equal to the numerator of the right fraction times the denominator of the left.",Cross-multiplication gives: $2(2x+1) = 3(x+5)$.,Use the distributive property on both sides: $4x + 2 = 3x + 15$.,"To isolate $x$, subtract $3x$ from both sides: $x + 2 = 15$.",Subtract 2 from both sides to find the value of $x$: $x=13$.
Math,Algebra,Linear equations in one variable,Medium,"Maria has a collection of dimes and quarters. She has 5 more dimes than quarters. If the total value of her coins is $\$4.70$, how many quarters does she have?",10,12,15,17,B,,Let $q$ be the number of quarters Maria has.,"She has 5 more dimes than quarters, so the number of dimes is $q+5$.","The value of the quarters is $0.25q$ dollars, and the value of the dimes is $0.10(q+5)$ dollars. The total value is $\$4.70$.","Set up the equation for the total value: $0.25q + 0.10(q+5) = 4.70$. To eliminate decimals, multiply the entire equation by 100: $25q + 10(q+5) = 470$.",Distribute the 10: $25q + 10q + 50 = 470$. Combine like terms: $35q + 50 = 470$.,Solve for $q$. Subtract 50 from both sides: $35q = 420$. Divide by 35: $q = \frac{420}{35} = 12$. Maria has 12 quarters.
Math,Algebra,Linear equations in one variable,Medium,"If $\frac{1}{3}(x-6) = 5$, what is the value of $x-10$?",5,11,15,21,B,,The goal is to find the value of the expression $x-10$. We can first solve the given equation for $x$.,The equation is $\frac{1}{3}(x-6) = 5$.,"To isolate the term $(x-6)$, multiply both sides of the equation by 3: $x-6 = 5 \times 3$, which gives $x-6 = 15$.",Add 6 to both sides to solve for $x$: $x = 15+6 = 21$.,Now substitute this value of $x$ into the expression we need to find: $x-10$.,$21 - 10 = 11$. The value of $x-10$ is 11.
Math,Algebra,Linear equations in one variable,Medium,A phone's battery is at 92% and is draining at a rate of 8 percentage points per hour. A second phone is at 20% and is charging at a rate of 12 percentage points per hour. After how many hours will the two phones have the same battery percentage?,,,,,"3.6, 18/5","3.6, 18/5",Let $t$ be the number of hours that have passed.,Write an expression for the battery percentage of the first phone. It starts at 92 and decreases by 8 each hour: $P_1 = 92 - 8t$.,Write an expression for the battery percentage of the second phone. It starts at 20 and increases by 12 each hour: $P_2 = 20 + 12t$.,"To find when the percentages are the same, set the two expressions equal to each other: $92 - 8t = 20 + 12t$.",Solve for $t$. Add $8t$ to both sides: $92 = 20 + 20t$. Subtract 20 from both sides: $72 = 20t$.,Divide by 20 to find $t$: $t = \frac{72}{20} = \frac{18}{5} = 3.6$. The phones will have the same battery percentage after 3.6 hours.
Math,Algebra,Linear equations in one variable,Medium,"If $10 - 2(3x - 1) = 4(x+5)$, what is the value of $x$?",,,,,"-0.8, -4/5","-0.8, -4/5",The given equation is $10 - 2(3x - 1) = 4(x+5)$.,"First, use the distributive property on both sides of the equation. On the left: $-2(3x-1) = -6x+2$. On the right: $4(x+5) = 4x+20$.",The equation becomes: $10 - 6x + 2 = 4x + 20$.,Combine the constant terms on the left side: $12 - 6x = 4x + 20$.,Gather the variable terms on one side by adding $6x$ to both sides: $12 = 10x + 20$.,Gather the constant terms on the other side by subtracting 20 from both sides: $-8 = 10x$. Divide by 10: $x = \frac{-8}{10} = -\frac{4}{5}$ or $-0.8$.
Math,Algebra,Linear equations in one variable,Medium,"$2(ax+b) = 8x + 12$. In the given equation, $a$ and $b$ are constants. If the equation has infinitely many solutions for $x$, what is the value of $a+b$?",8,10,12,20,B,,"For the equation to have infinitely many solutions, the expression on the left side must be identical to the expression on the right side.","First, distribute the 2 on the left side of the equation: $2(ax+b) = 2ax + 2b$.",The equation is now $2ax + 2b = 8x + 12$.,"For the expressions to be identical, the coefficients of the $x$ terms must be equal, and the constant terms must be equal. So, we get two separate equations: $2a = 8$ and $2b = 12$.","Solve for $a$ and $b$. From $2a=8$, we divide by 2 to get $a=4$. From $2b=12$, we divide by 2 to get $b=6$.",The question asks for the value of $a+b$. $a+b = 4+6 = 10$.
Math,Algebra,Linear equations in one variable,Medium,"$k(x-2) = 4x + 9$. In the given equation, $k$ is a constant. If the equation has no solution, what is the value of $k$?",,,,,4,4,"An equation has no solution if the variable terms on both sides have the same coefficient, but the constant terms are different. This leads to a false statement, like $5=10$.","First, distribute the $k$ on the left side of the equation: $k(x-2) = kx - 2k$.",The equation becomes $kx - 2k = 4x + 9$.,"For the equation to have no solution, the coefficients of $x$ on both sides must be equal. This gives us the condition $k=4$.","Now, let's check the constant terms with $k=4$. The constant on the left is $-2k = -2(4) = -8$. The constant on the right is 9.","Since $-8 \neq 9$, the constant terms are different. Thus, when $k=4$, the equation becomes $4x-8=4x+9$, which simplifies to $-8=9$, a false statement. Therefore, the equation has no solution when $k=4$."
Math,Algebra,Linear equations in one variable,Medium,"An isosceles triangle has a perimeter of 50 cm. The length of each of the two equal sides is 4 cm more than the length of the base. What is the length, in cm, of the base?",14,16,18,22,A,,Let $b$ be the length of the base of the isosceles triangle.,"Let $s$ be the length of each of the two equal sides. The problem states that $s$ is 4 cm more than $b$, so we can write $s = b+4$.","The perimeter of a triangle is the sum of its three sides. For this isosceles triangle, the perimeter is $P = b + s + s = b + 2s$.",We are given that the perimeter is 50 cm. Substitute the expression for $s$ and the value of $P$ into the perimeter formula: $50 = b + 2(b+4)$.,"Solve the equation for $b$. First, distribute the 2: $50 = b + 2b + 8$. Combine like terms: $50 = 3b + 8$.",Subtract 8 from both sides: $42 = 3b$. Divide by 3: $b = 14$. The length of the base is 14 cm.
Math,Algebra,Linear equations in one variable,Medium,"A company that produces widgets has fixed costs of $\$5,000$ per month and a production cost of $\$12$ per widget. If the widgets are sold for $\$22$ each, how many widgets must be sold in a month for the company to break even?",250,417,500,1000,C,,The break-even point occurs when the total cost of production equals the total revenue from sales.,Let $x$ be the number of widgets produced and sold in a month.,Write an expression for the total cost. The cost is the fixed cost plus the variable cost per widget: $C = 5000 + 12x$.,Write an expression for the total revenue. The revenue is the selling price per widget times the number of widgets: $R = 22x$.,Set the cost equal to the revenue to find the break-even point: $5000 + 12x = 22x$.,Solve for $x$. Subtract $12x$ from both sides: $5000 = 10x$. Divide by 10: $x = 500$. The company must sell 500 widgets to break even.
Math,Algebra,Linear equations in one variable,Medium,$3 - [x - (2x + 1)$ = 5$. What is the value of $x$?,-1,1,3,7,B,,"The given equation is $3 - [x - (2x + 1)$ = 5$. We must simplify the expression within the brackets first, starting from the innermost parentheses.",Distribute the negative sign inside the parentheses: $-(2x+1) = -2x-1$. The expression inside the brackets becomes $x - 2x - 1$.,Combine like terms inside the brackets: $x - 2x - 1 = -x - 1$.,The equation is now $3 - [-x - 1$ = 5$.,Distribute the negative sign in front of the brackets: $3 + x + 1 = 5$.,Combine the constant terms on the left: $x + 4 = 5$. Subtract 4 from both sides to get $x = 1$.
Math,Algebra,Linear equations in one variable,Medium,"The formula for the area of a trapezoid is $A = \frac{1}{2}h(b_1 + b_2)$. A trapezoid has an area of 60 square inches, a height of 5 inches, and one base of length 10 inches. What is the length, in inches, of the other base?",,,,,14,14,"We are given the formula $A = \frac{1}{2}h(b_1 + b_2)$ and the values $A=60$, $h=5$, and we can let $b_1=10$. We need to find $b_2$.",Substitute the known values into the formula: $60 = \frac{1}{2}(5)(10 + b_2)$.,Simplify the right side: $60 = 2.5(10 + b_2)$.,"To solve for $b_2$, we can first divide both sides by 2.5. $60 \div 2.5 = 24$.",The equation is now $24 = 10 + b_2$.,Subtract 10 from both sides to find the length of the other base: $b_2 = 24 - 10 = 14$. The length of the other base is 14 inches.
Math,Algebra,Linear equations in one variable,Medium,"A father is currently 24 years older than his son. In 8 years, the father will be twice as old as his son. How old is the son now?",8,16,24,32,B,,Let $s$ be the son's current age. Let $f$ be the father's current age.,"From the first sentence, we can write the equation $f = s + 24$.","In 8 years, the son's age will be $s+8$ and the father's age will be $f+8$.","From the second sentence, we can write the equation for their ages in 8 years: $f+8 = 2(s+8)$.",Substitute the expression for $f$ from step 2 into the equation from step 4: $(s+24)+8 = 2(s+8)$.,Solve for $s$. Simplify both sides: $s+32 = 2s+16$. Subtract $s$ from both sides: $32 = s+16$. Subtract 16 from both sides: $s=16$. The son is currently 16 years old.
Math,Algebra,Linear equations in one variable,Medium,What value of $x$ is the solution to the equation $\frac{x-3}{2} - \frac{x+1}{5} = 1$?,3,7,9,17,C,,"The given equation is $\frac{x-3}{2} - \frac{x+1}{5} = 1$. To eliminate the fractions, we can multiply the entire equation by the least common denominator (LCD) of 2 and 5, which is 10.",Multiply each term by 10: $10 \cdot \frac{x-3}{2} - 10 \cdot \frac{x+1}{5} = 10 \cdot 1$.,Simplify each term: $5(x-3) - 2(x+1) = 10$.,Use the distributive property to expand the terms on the left: $5x - 15 - 2x - 2 = 10$. Be careful with the negative sign.,Combine like terms on the left: $(5x-2x) + (-15-2) = 3x - 17$. The equation is now $3x-17=10$.,Add 17 to both sides: $3x = 27$. Divide by 3 to find $x$: $x=9$.
Math,Algebra,Linear equations in one variable,Medium,"If $7(x-4) - 2(x-4) = 30$, what is the value of $x-4$?",,,,,6,6,The given equation is $7(x-4) - 2(x-4) = 30$.,Notice that the term $(x-4)$ is a common factor on the left side of the equation.,We can factor out $(x-4)$: $(7-2)(x-4) = 30$.,Simplify the expression in the first parenthesis: $5(x-4) = 30$.,"The question asks for the value of the expression $x-4$. To find this, we can divide both sides of the equation by 5.","$\frac{5(x-4)}{5} = \frac{30}{5}$, which simplifies to $x-4 = 6$."
Math,Algebra,Linear equations in one variable,Medium,A taxi ride costs a flat fee of $\$3.50$ plus $\$2.75$ per mile. A passenger paid the driver $\$40.00 and received $\$3.75 in change. How many miles was the taxi ride?,10,11,12,13,C,,"First, determine the actual cost of the taxi ride. The passenger paid $\$40.00 and received $\$3.50 in change.",The total cost of the ride is the amount paid minus the change received: Cost = $\$40.00 - \$3.50 = \$36.50$.,Let $m$ be the number of miles of the taxi ride. The cost is also calculated by the formula: Cost = Flat Fee + (Price per mile $\times$ miles).,Set up the equation using the given rates: $36.50 = 3.50 + 2.75m$.,"To solve for $m$, first subtract the flat fee from both sides: $36.50 - 3.50 = 2.75m$, which simplifies to $33.00 = 2.75m$.",Divide both sides by 2.75 to find the number of miles: $m = \frac{33}{2.75} = 12$. The ride was 12 miles.
Math,Algebra,Linear equations in one variable,Medium,"If $\frac{1}{x} + \frac{1}{2x} = 6$, what is the value of $x$?",$\frac{1}{4}$,$\frac{1}{2}$,2,4,A,,"The equation is $\frac{1}{x} + \frac{1}{2x} = 6$. Although the variable is in the denominator, this can be solved using techniques for linear equations.",Method 1: Combine the fractions on the left. The common denominator is $2x$. Rewrite the first fraction: $\frac{1}{x} = \frac{2}{2x}$.,"The equation becomes $\frac{2}{2x} + \frac{1}{2x} = 6$, which simplifies to $\frac{3}{2x} = 6$.","To solve for $x$, multiply both sides by $2x$: $3 = 6(2x)$, which is $3 = 12x$.",Divide both sides by 12: $x = \frac{3}{12} = \frac{1}{4}$.,"Method 2: Multiply the entire original equation by the LCD, $2x$, to clear the fractions from the start: $2x(\frac{1}{x}) + 2x(\frac{1}{2x}) = 2x(6)$. This simplifies to $2 + 1 = 12x$, so $3 = 12x$, and $x = \frac{1}{4}$."
Math,Algebra,Linear equations in one variable,Medium,"If $\frac{7}{y+1} = 14$, what is the value of $y$?",-1.5,-0.5,0.5,1,B,,The given equation is $\frac{7}{y+1} = 14$.,Method 1: Multiply both sides by $(y+1)$ to eliminate the denominator: $7 = 14(y+1)$.,Divide both sides by 14: $\frac{7}{14} = y+1$.,Simplify the fraction: $\frac{1}{2} = y+1$.,Subtract 1 from both sides to solve for $y$: $y = \frac{1}{2} - 1 = -\frac{1}{2}$ or $-0.5$.,"Method 2: Take the reciprocal of both sides of the original equation. The reciprocal of $\frac{7}{y+1}$ is $\frac{y+1}{7}$. The reciprocal of $14$ (or $\frac{14}{1}$) is $\frac{1}{14}$. So, $\frac{y+1}{7} = \frac{1}{14}$. Multiply both sides by 7 to get $y+1 = \frac{7}{14} = \frac{1}{2}$. Then subtract 1 to get $y = -\frac{1}{2}$."
Math,Algebra,Linear equations in one variable,Medium,"$4(x+3) - x = ax + 5$. In the given equation, $a$ is a constant. If the equation has no solution, what is the value of $a$?",-1,3,4,5,B,,"An equation has no solution when the variable terms on both sides have identical coefficients, but the constant terms are different. This results in a contradiction like $12=5$.","First, simplify the left side of the equation: $4(x+3) - x$.",Distribute the 4: $4x + 12 - x$.,Combine like terms: $(4x-x) + 12 = 3x + 12$.,"The equation is now $3x+12 = ax+5$. For the equation to have no solution, the coefficients of $x$ must be equal. Therefore, $a=3$.","With $a=3$, the equation is $3x+12 = 3x+5$, which simplifies to $12=5$. Since this is a false statement, the equation has no solution when $a=3$."
Math,Algebra,Linear equations in one variable,Medium,"If $\frac{2}{3}y - 4 = \frac{1}{2}y + 1$, what is the value of $y$?",6,15,24,30,D,,"The given equation is $\frac{2}{3}y - 4 = \frac{1}{2}y + 1$. To eliminate the fractions, we can multiply the entire equation by the least common denominator (LCD) of 3 and 2, which is 6.",Multiply each term by 6: $6(\frac{2}{3}y) - 6(4) = 6(\frac{1}{2}y) + 6(1)$.,Simplify the equation: $4y - 24 = 3y + 6$.,"To gather the variable terms on one side, subtract $3y$ from both sides: $y - 24 = 6$.","To solve for $y$, add 24 to both sides: $y = 30$.",
Math,Algebra,Linear equations in one variable,Medium,The value $x=5$ is the solution to the equation $c(x-3) = 14$. What is the value of the constant $c$?,,,,,7,7,"The given equation is $c(x-3) = 14$, and we are told that the solution is $x=5$.",Substitute the value $x=5$ into the equation: $c(5-3) = 14$.,Simplify the expression inside the parentheses: $c(2) = 14$.,"To solve for the constant $c$, divide both sides of the equation by 2.",$c = \frac{14}{2} = 7$.,
Math,Algebra,Linear equations in one variable,Medium,"If $\frac{x+8}{4} = 7$, what is the value of $x-2$?",18,20,22,26,A,,"First, solve the given equation $\frac{x+8}{4} = 7$ for $x$.",Multiply both sides of the equation by 4 to eliminate the denominator: $x+8 = 7 \times 4$.,Simplify the right side: $x+8 = 28$.,Subtract 8 from both sides to find the value of $x$: $x = 28 - 8 = 20$.,The question asks for the value of the expression $x-2$. Substitute the value of $x$ we found.,Value = $20-2=18$.
Math,Algebra,Linear equations in one variable,Medium,"The formula for the perimeter of a rectangle is $P = 2l + 2w$, where $l$ is the length and $w$ is the width. Which of the following correctly expresses the width $w$ in terms of the perimeter $P$ and length $l$?",$w = P - l$,$w = \frac{P}{2} - 2l$,$w = \frac{P-2l}{2}$,$w = P - 2l - 2$,C,,We are given the formula $P = 2l + 2w$ and asked to solve for $w$.,"To isolate the term containing $w$, subtract $2l$ from both sides of the equation: $P - 2l = 2w$.","Now, the term with $w$ is $2w$. To solve for $w$, divide both sides of the equation by 2.",$\frac{P - 2l}{2} = \frac{2w}{2}$,Simplifying gives $w = \frac{P - 2l}{2}$. This can also be written as $w = \frac{P}{2} - l$.,"Comparing our result with the options, we see that option C matches."
Math,Algebra,Linear equations in one variable,Medium,$0.3(x + 20) = 0.5x - 2$. What is the value of $x$?,,,,,40,40,"The given equation is $0.3(x + 20) = 0.5x - 2$. To eliminate the decimals, we can multiply the entire equation by 10.",$10[0.3(x + 20)$ = 10[0.5x - 2$ which gives $3(x + 20) = 5x - 20$.,Use the distributive property on the left side: $3x + 60 = 5x - 20$.,Subtract $3x$ from both sides to gather the variable terms on one side: $60 = 2x - 20$.,Add 20 to both sides to isolate the variable term: $80 = 2x$.,Divide by 2 to solve for $x$: $x = \frac{80}{2} = 40$.
Math,Algebra,Linear equations in one variable,Medium,"$5(x - b) = 5x - 20$. In the given equation, $b$ is a constant. If the equation has infinitely many solutions, what is the value of $b$?",-5,-4,4,5,C,,"An equation has infinitely many solutions if both sides of the equation are identical. This means the coefficients of the variable term must be equal, and the constant terms must be equal.","First, distribute the 5 on the left side of the equation: $5(x - b) = 5x - 5b$.",The equation is now $5x - 5b = 5x - 20$.,"The coefficient of $x$ on both sides is 5, so this condition is already met.","For the equation to have infinitely many solutions, the constant terms must also be equal. So, we set $-5b = -20$.",Divide both sides by -5 to solve for $b$: $b = \frac{-20}{-5} = 4$.
Math,Algebra,Linear equations in one variable,Medium,"$7x - 4 = a(x - 1) + 2x$. In the given equation, $a$ is a constant. If the equation has no solution, what is the value of $a$?",,,,,5,5,"An equation has no solution if the coefficients of the variable are equal on both sides, but the constant terms are not equal. This results in a false statement (e.g., $3=5$).","First, simplify the right side of the equation: $a(x - 1) + 2x = ax - a + 2x$.",Combine the $x$ terms on the right side: $ax + 2x - a = (a+2)x - a$.,The equation is now $7x - 4 = (a+2)x - a$.,"For the equation to have no solution, the coefficients of $x$ must be equal. Therefore, we set $7 = a+2$. Solving for $a$ gives $a=5$.","We must also check that the constant terms are not equal. The constant on the left is -4. The constant on the right is $-a$. If $a=5$, the constant is $-5$. Since $-4 \neq -5$, the condition for no solution is met. Thus, $a=5$."
Math,Algebra,Linear equations in one variable,Medium,Car Rental A charges $\$30 per day plus a one-time $\$20$ fee. Car Rental B charges $\$35$ per day with no extra fee. For how many days of rental is the total cost from both companies the same?,,,,,4,4,Let $d$ be the number of days the car is rented.,Write an expression for the total cost for Car Rental A: $C_A = 30d + 20$.,Write an expression for the total cost for Car Rental B: $C_B = 35d$.,"To find when the costs are the same, set the two expressions equal to each other: $30d + 20 = 35d$.",Solve for $d$. Subtract $30d$ from both sides: $20 = 5d$.,Divide both sides by 5: $d = \frac{20}{5} = 4$. The cost is the same for 4 days.
Math,Algebra,Linear equations in one variable,Medium,"The measure of one angle of a triangle is $x$ degrees. The second angle is twice the first. The third angle is 30 degrees less than the second angle. What is the measure, in degrees, of the largest angle?",42,54,84,90,C,,"Let the measures of the three angles be $A_1, A_2, A_3$. We are given $A_1 = x$.","The second angle is twice the first, so $A_2 = 2x$. The third angle is 30 degrees less than the second, so $A_3 = 2x - 30$.","The sum of the angles in a triangle is 180 degrees. So, $A_1 + A_2 + A_3 = 180$. Substitute the expressions for the angles: $x + 2x + (2x - 30) = 180$.",Combine like terms: $5x - 30 = 180$. Add 30 to both sides: $5x = 210$.,Solve for $x$ by dividing by 5: $x = \frac{210}{5} = 42$.,Find the measure of each angle: $A_1 = x = 42^{\circ}$. $A_2 = 2x = 2(42) = 84^{\circ}$. $A_3 = 2x - 30 = 84 - 30 = 54^{\circ}$. The largest angle is $84^{\circ}$.
Math,Algebra,Linear equations in one variable,Medium,"After 4 quizzes, Sara's average score is 86. What score must she get on her fifth quiz to raise her average to 88?",88,90,94,96,D,,"First, calculate the sum of Sara's scores on the first 4 quizzes. Sum = Average $\times$ Number of quizzes. So, Sum$_4 = 86 \times 4 = 344$.","Next, calculate the total sum of scores needed for an average of 88 across 5 quizzes. Desired Sum$_5 = 88 \times 5 = 440$.",Let $x$ be the score on the fifth quiz. The new total sum will be the sum of the first four quizzes plus the fifth score: Sum$_5 = 344 + x$.,Set the two expressions for the sum of 5 quizzes equal to each other: $344 + x = 440$.,Solve for $x$ by subtracting 344 from both sides: $x = 440 - 344 = 96$.,Sara must score a 96 on her fifth quiz.
Math,Algebra,Linear equations in one variable,Medium,"If $\frac{3x-1}{4} = \frac{2x+4}{3}$, what is the value of $x$?",,,,,19,19,The given equation is a proportion. We can solve it by cross-multiplying.,Cross-multiplication gives: $3(3x-1) = 4(2x+4)$.,Use the distributive property on both sides of the equation: $9x - 3 = 8x + 16$.,"To isolate the variable term, subtract $8x$ from both sides: $x - 3 = 16$.","To solve for $x$, add 3 to both sides: $x = 19$.",
Math,Algebra,Linear equations in one variable,Medium,"If $5(y-3) + 2(y-3) = -21$, what is the value of $y-3$?",-7,-3,3,7,B,,The given equation is $5(y-3) + 2(y-3) = -21$. Notice that the term $(y-3)$ is a common factor on the left side.,We can factor out the expression $(y-3)$: $(5+2)(y-3) = -21$.,Simplify the expression in the first parenthesis: $7(y-3) = -21$.,"The question asks for the value of the expression $y-3$, not the value of $y$. We can find this directly from the current equation.",Divide both sides by 7: $\frac{7(y-3)}{7} = \frac{-21}{7}$.,This simplifies to $y-3 = -3$.
Math,Algebra,Linear equations in one variable,Medium,A store sells apples for $\$2$ per pound and oranges for $\$3$ per pound. A customer buys a total of 8 pounds of fruit for $\$19$. How many pounds of apples did the customer buy?,,,,,5,5,Let $a$ be the number of pounds of apples and $o$ be the number of pounds of oranges.,"We are given that the total weight is 8 pounds, so $a + o = 8$. From this, we can write $o = 8-a$.","The total cost is $\$19$. The cost of apples is $2a$ and the cost of oranges is $3o$. So, the cost equation is $2a + 3o = 19$.",Substitute the expression for $o$ from Step 2 into the cost equation: $2a + 3(8-a) = 19$.,Solve for $a$. Distribute the 3: $2a + 24 - 3a = 19$. Combine like terms: $-a + 24 = 19$.,"Subtract 24 from both sides: $-a = -5$. Therefore, $a=5$. The customer bought 5 pounds of apples."
Math,Algebra,Linear equations in one variable,Medium,"If $\frac{x}{2} + \frac{x}{5} = 14$, what is the value of $\frac{x}{4}$?",4,5,10,20,B,,"First, solve the equation $\frac{x}{2} + \frac{x}{5} = 14$ for $x$.","Find the least common denominator (LCD) of 2 and 5, which is 10. Multiply all terms in the equation by 10 to clear the fractions: $10(\frac{x}{2}) + 10(\frac{x}{5}) = 10(14)$.",Simplify the equation: $5x + 2x = 140$.,Combine the like terms on the left side: $7x = 140$.,Divide by 7 to find the value of $x$: $x = \frac{140}{7} = 20$.,The question asks for the value of $\frac{x}{4}$. Substitute $x=20$: $\frac{20}{4} = 5$.
Math,Algebra,Linear equations in one variable,Medium,The temperature of a solution is 85°C and is cooling at a rate of 3°C per minute. How many minutes will it take for the temperature to reach 40°C?,,,,,15,15,Let $T$ be the temperature in degrees Celsius and $m$ be the time in minutes.,The initial temperature is 85°C. The temperature decreases by 3°C each minute. We can model the temperature with the linear equation: $T = 85 - 3m$.,We want to find the time $m$ when the temperature $T$ is 40°C. Substitute $T=40$ into the equation: $40 = 85 - 3m$.,"To solve for $m$, first subtract 85 from both sides: $40 - 85 = -3m$, which simplifies to $-45 = -3m$.",Divide both sides by -3: $m = \frac{-45}{-3} = 15$.,It will take 15 minutes for the temperature to reach 40°C.
Math,Algebra,Linear equations in one variable,Medium,A musician sells albums for $\$10 each. The production cost is a one-time fee of $\$1200 plus $\$2$ per album. How many albums must be sold to make a profit of $\$400$?,100,150,200,250,C,,Let $x$ be the number of albums sold. The profit is calculated as Total Revenue - Total Cost.,The Total Revenue is the selling price per album times the number of albums: $R = 10x$.,The Total Cost is the fixed fee plus the variable cost per album: $C = 1200 + 2x$.,The profit is given as $\$400$. We can set up the equation: Profit = $R - C \implies 400 = 10x - (1200 + 2x)$.,Solve the equation for $x$. Distribute the negative sign: $400 = 10x - 1200 - 2x$. Combine like terms: $400 = 8x - 1200$.,Add 1200 to both sides: $1600 = 8x$. Divide by 8: $x = \frac{1600}{8} = 200$. 200 albums must be sold.
Math,Algebra,Linear equations in one variable,Medium,The larger of two consecutive even integers is 10 less than twice the smaller integer. What is the sum of the two integers?,,,,,26,26,"Let the smaller consecutive even integer be $n$. Since even integers are 2 apart, the larger consecutive even integer is $n+2$.",Translate the given information into an equation: 'The larger integer ($n+2$) is (=) 10 less than twice the smaller ($2n-10$)',The equation is $n+2 = 2n-10$.,"To solve for $n$, subtract $n$ from both sides: $2 = n - 10$. Then add 10 to both sides: $12 = n$.",The smaller integer is $n=12$. The larger integer is $n+2 = 12+2 = 14$.,The question asks for the sum of the two integers: $12 + 14 = 26$.
Math,Algebra,Linear equations in one variable,Medium,"If $4x - 9 = 15$, what is the value of $2x + 7$?",12,15,19,24,C,,We can solve this problem in two ways. Method 1: Solve for $x$ first.,Given $4x - 9 = 15$. Add 9 to both sides: $4x = 24$.,Divide by 4 to find $x$: $x = 6$.,Now substitute $x=6$ into the expression $2x+7$: $2(6) + 7 = 12 + 7 = 19$.,"Method 2: Find a relationship between the equation and the expression. From $4x=24$, we can find the value of $2x$ by dividing by 2: $2x=12$.",Substitute $2x=12$ into the expression $2x + 7$. This gives $12 + 7 = 19$.
Math,Algebra,Linear equations in one variable,Medium,A bucket is leaking water at a rate of 0.5 liters per hour. It started with 12 liters of water. How many hours will it take until only 5 liters of water are remaining?,,,,,14,14,Let $h$ be the number of hours that have passed.,The initial amount of water is 12 liters. The water decreases by 0.5 liters each hour. The amount of water $V$ after $h$ hours is given by the equation $V = 12 - 0.5h$.,We want to find the time $h$ when the volume $V$ is 5 liters. We set up the equation: $5 = 12 - 0.5h$.,"To solve for $h$, subtract 12 from both sides of the equation: $5 - 12 = -0.5h$, which gives $-7 = -0.5h$.",Divide both sides by -0.5. Dividing by -0.5 is the same as multiplying by -2.,$h = \frac{-7}{-0.5} = 14$. It will take 14 hours.
Math,Algebra,Linear equations in one variable,Medium,"If $\frac{15}{x+2} = 5$, what is the value of $x$?",1,3,5,13,A,,The given equation is $\frac{15}{x+2} = 5$.,"To eliminate the denominator, multiply both sides of the equation by $(x+2)$: $15 = 5(x+2)$.","To isolate the term with $x$, we can now divide both sides by 5: $\frac{15}{5} = x+2$.",Simplify the left side: $3 = x+2$.,"To solve for $x$, subtract 2 from both sides: $x = 3-2 = 1$.","Alternatively, after step 2, one could distribute the 5 to get $15 = 5x+10$, then subtract 10 to get $5=5x$, and finally divide by 5 to get $x=1$."
Math,Algebra,Linear equations in one variable,Medium,What value of $z$ is the solution to the equation $12 - (4z - (z-1)) = 2$?,,,,,3,3,The equation is $12 - (4z - (z-1)) = 2$. We must simplify starting from the innermost parentheses.,Distribute the negative sign to the inner parentheses: $-(z-1) = -z+1$. The expression inside the main parentheses becomes $4z - z + 1$.,Combine like terms inside the main parentheses: $4z - z + 1 = 3z + 1$.,The equation is now $12 - (3z+1) = 2$. Distribute the negative sign again: $12 - 3z - 1 = 2$.,Combine the constant terms on the left side: $11 - 3z = 2$.,Subtract 11 from both sides: $-3z = -9$. Divide by -3 to find $z$: $z=3$.
Math,Algebra,Linear equations in one variable,Medium,"The perimeter of an isosceles triangle is 40 inches. Each of the two equal sides is 5 inches shorter than twice the base. What is the length, in inches, of the base?",8,10,12,15,B,,Let $b$ be the length of the base of the isosceles triangle. Let $s$ be the length of each of the two equal sides.,"The problem states that each equal side is 5 inches shorter than twice the base, which translates to the equation $s = 2b - 5$.",The perimeter of the triangle is the sum of its three sides: $P = b + s + s = b + 2s$. We are given $P=40$.,Substitute the expression for $s$ and the value for $P$ into the perimeter formula: $40 = b + 2(2b - 5)$.,"Solve the equation for $b$. First, distribute the 2: $40 = b + 4b - 10$. Combine like terms: $40 = 5b - 10$.",Add 10 to both sides: $50 = 5b$. Divide by 5: $b = 10$. The length of the base is 10 inches.
