test,domain,skill,difficulty,question_text_latex,option_A_latex,option_B_latex,option_C_latex,option_D_latex,correct_answer,correct_answer_spr_latex,explanation_latex
Math,Problem-Solving and Data Analysis,Percentages,Hard,"Which of the following represents the result of increasing the quantity x by 9%, where [Math: x is greater than 0] ?",[Math: 1 . 0 9 x],[Math: 0 . 0 9 x],[Math: x + 9],[Math: x + 0 . 0 9],A,,"Choice A is correct. Increasing the positive quantity x by 9% is the result of adding 9% of x to x. 9% of x can be represented algebraically as [Math: the fraction, 9 over 100, end fraction, times x], or [Math: 0 . 0 9 x]. Adding this expression to x yields [Math: x + 0 . 0 9 x], or [Math: 1 . 0 9 x].Choice B is incorrect. This represents 9% of x. Choice C is incorrect. This represents increasing x by 9, not by 9%. Choice D is incorrect. This represents increasing x by 0.09, not by 9%."
Math,Problem-Solving and Data Analysis,Probability and conditional probability,Medium,"In a bag, there are $7$ red, $4$ white, $33$ blue, and $33$ yellow cubes. If one of these cubes is selected at random, what is the probability of selecting a cube that is neither blue nor yellow?",$\frac{6}{7}$,$\frac{7}{11}$,$\frac{1}{3}$,$\frac{1}{7}$,D,,"Choice D is correct. It’s given that there are $7$ red, $4$ white, $33$ blue, and $33$ yellow cubes in the bag. Therefore, there are a total of $7 + 4 + 33 + 33$, or $77$, cubes in the bag. If the cube is neither blue nor yellow, then it must be either red or white. Therefore, the probability of selecting a cube that is neither blue nor yellow is equivalent to the probability of selecting a cube that is either red or white. If one of these cubes is selected at random, the probability of selecting a cube that is either red or white is equal to the sum of the number of red cubes and white cubes divided by the total number of cubes in the bag. There are $7$ red cubes, $4$ white cubes, and $77$ total cubes in the bag. Therefore, the probability of selecting a red or white cube is $\frac{7 + 4}{77}$, which is equivalent to $\frac{11}{77}$, or $\frac{1}{7}$. Thus, if one cube is selected at random, the probability of selecting a cube that is neither blue nor yellow is $\frac{1}{7}$. Choice A is incorrect. This is the probability of selecting a cube that is either blue or yellow, rather than the probability of selecting a cube that is neither blue nor yellow. Choice B is incorrect and may result from conceptual or calculation errors. Choice C is incorrect and may result from conceptual or calculation errors."
Math,Problem-Solving and Data Analysis,Probability and conditional probability,Easy,"On a street with $7$ houses, $2$ houses are blue. If a house from this street is selected at random, what is the probability of selecting a house that is blue?",$\frac{1}{7}$,$\frac{2}{7}$,$\frac{5}{7}$,$\frac{7}{7}$,B,,"Choice B is correct. If a house from the street is selected at random, the probability of selecting a house that is blue is equal to the number of houses on the street that are blue divided by the total number of houses on the street. Since there are $2$ blue houses on a street with $7$ total houses, the probability of selecting a house that is blue from this street is $\frac{2}{7}$. Choice A is incorrect. This is the probability of selecting a house that is blue from a street on which $1$ of the $7$ houses is blue. Choice C is incorrect. This is the probability of selecting a house that is not blue from this street. Choice D is incorrect. This is the probability of selecting a house that is blue from a street on which all the houses are blue."
Math,Problem-Solving and Data Analysis,One-variable data: Distributions and measures of center and spread,Easy,What is the range of the number of wheels made for the 11 one-hour periods?,5.5,5.0,4.5,4.0,B,,"Choice B is correct. Range is defined as the difference between the greatest and least values from a set of data. The greatest number of wheels made during a one-hour period was 24 wheels. The least number of wheels was 19. Hence, the range is [Math: 24 minus 19, = 5], or 5.0.Choices A, C, and D are incorrect and may be the result of arithmetic errors or incorrectly identifying the greatest or least number of wheels made during a one-hour period."
Math,Problem-Solving and Data Analysis,"Ratios, rates, proportional relationships, and units",Hard,"To study fluctuations in composition, samples of pumice were taken from $29$ locations and cut in the shape of a cube. The length of the edge of one of these cubes is $3.000$ centimeters. This cube has a density of $0.230$ grams per cubic centimeter. What is the mass of this cube, in grams?",,,,,6.21,6.21,"The correct answer is $6.21$. It’s given that the samples of pumice were cut in the shape of a cube. It's also given that the length of the edge of one of these cubes is $3.000$ centimeters. Therefore, the volume of this cube is $\left(3.000 \text{centimeters}\right)^{3}$, or $27$ cubic centimeters. Since the density of this cube is $0.230$ grams per cubic centimeter, it follows that the mass of this cube is $\left(\frac{0.230 \text{grams}}{1 \text{cubic}\&\text{nbsp};\text{centimeter}}\right) \left(27 \text{cubic}\&\text{nbsp};\text{centimeters}\right)$, or $6.21$ grams."
Math,Problem-Solving and Data Analysis,"Ratios, rates, proportional relationships, and units",Hard,Rectangle A has length 15 and width w. Rectangle B has length 20 and the same length-to-width ratio as rectangle A. What is the width of rectangle B in terms of w ?,[Math: four-thirds w],[Math: w + 5],[Math: three-fourths w],[Math: w minus 5],A,,"Choice A is correct. It’s given that rectangle A has length 15 and width w. Therefore, the length-to-width ratio of rectangle A is 15 to w. It’s also given that rectangle B has length 20 and the same length-to-width ratio as rectangle A. Let x represent the width of rectangle B. The proportion [Math: 15 over w, =, 20 over x] can be used to solve for x in terms of w. Multiplying both sides of this equation by x yields [Math: the fraction 15 x over w, = 20], and then multiplying both sides of this equation by w yields [Math: 15 x = 20 w]. Dividing both sides of this equation by 15 yields [Math: x =, the fraction 20 w over 15]. Simplifying this fraction yields [Math: x =, four thirds w].Choices B and D are incorrect and may result from interpreting the difference in the lengths of rectangle A and rectangle B as equivalent to the difference in the widths of rectangle A and rectangle B. Choice C is incorrect and may result from using a length-to-width ratio of w to 15, instead of 15 to w."
Math,Problem-Solving and Data Analysis,"Ratios, rates, proportional relationships, and units",Hard,"The table shows the distribution, by location and power capacity (maximum rate of power generation) of the twenty largest wind projects in the United States in 2013. The total power capacity of the nine wind projects located in Texas was 4,952 megawatts (MW), and the total power capacity of the twenty wind projects was 11,037 MW in 2013. The amount of energy produced in one hour at a rate of one megawatt is one megawatt-hour. If each of the nine Texas wind projects in 2013 had operated continuously for 24 hours at the maximum rate of power generation, approximately how many megawatt-hours of energy would the nine projects have produced?",200,"5,000","11,000","120,000",D,,"Choice D is correct. It’s given that the total power capacity of the nine wind projects in Texas was 4,952 megawatts. Therefore, if all nine Texas projects operated continuously for 1 hour, the amount of energy produced would be 4,952 megawatt-hours. It follows that, if all nine Texas projects operated continuously for 24 hours, the amount of energy produced, in megawatt-hours, would be [Math: 4,952 times 24, = 118,848], which is closest to 120,000.Choice A is incorrect. This is approximately the amount of energy produced for the nine projects divided by 24 hours. Choice B is incorrect. This is approximately the amount of energy produced for the nine projects. Choice C is incorrect. This is approximately the given amount of energy produced for all twenty projects in the table."
Math,Problem-Solving and Data Analysis,Percentages,Hard,Which of the following is closest to the difference between the percentage of adults aged 18–50 years who responded “warm” and the percentage of adults aged 51 years or greater who responded “warm”?,4%,5%,10%,18%,A,,"Choice A is correct. The percentage of adults aged 18–50 who responded “warm” is [Math: the fraction with numerator 295 + 246, and denominator 508 + 410, end fraction, = the fraction 541 over 918], or about 58.9%. The percentage of adults aged 51 years or greater who responded “warm” is [Math: the fraction with numerator 238 + 137, and denominator 403 + 279, end fraction, = the fraction 375 over 682], or about 55.0%. The difference between 58.9% and 55.0% is 3.9%. Of the answer choices, 4% is closest to this number.Choices B, C, and D are incorrect and may result from calculation errors."
Math,Problem-Solving and Data Analysis,Percentages,Easy,"During a sale, the original prices of all the items in a clothing store have been reduced by 20%. What is the sale price of a jacket with an original price of $50 ?",$12,$30,$36,$40,D,,"Choice D is correct. It’s given that the original price of the jacket has been reduced by 20%. Multiplying the original price, $50, by 20% gives the amount, in dollars, that the price of the jacket is reduced by: [Math: 50 times . 2 0, = 10]. Subtracting this value from the original price results in the sale price of the jacket: [Math: 50 dollars minus 10 dollars], or $40.Choices A, B, and C are incorrect and may result from a conceptual or calculation error."
Math,Problem-Solving and Data Analysis,One-variable data: Distributions and measures of center and spread,Easy,The table above shows the number of students from two different high schools who completed summer internships in each of five years. No student attended both schools. Which of the following statements are true about the number of students who completed summer internships for the 5 years shown?,I only,II only,I and II,Neither I nor II,C,,"Choice C is correct. The mean of a data set is found by dividing the sum of the values by the number of values. Therefore, the mean number of students who completed summer internships from Foothill High School is [Math: the fraction with numerator 87 + 80, + 75, + 76, + 70, and denominator 5, =, the fraction 388 over 5], or 77.6. Similarly, the mean number from Valley High School is [Math: the fraction with numerator 44 + 54, + 65, + 76, + 82, and denominator 5, =, the fraction 321 over 5], or 64.2. Thus, the mean number from Foothill High School is greater than the mean number from Valley High School. When a data set has an odd number of elements, the median can be found by ordering the values from least to greatest and determining the value in the middle. Since there are five values in each data set, the third value in each ordered list is the median. Therefore, the median number from Foothill High School is 76 and the median number from Valley High School is 65. Thus, the median number from Foothill High School is greater than the median number from Valley High School.Choices A, B, and D are incorrect and may result from various misconceptions or miscalculations."
Math,Problem-Solving and Data Analysis,One-variable data: Distributions and measures of center and spread,Medium,Which statement is true based on the table?,The Group A data set was identical to the Group B data set.,Group B contained the tallest participant.,The heights of the men in Group B had a larger spread than the heights of the men in Group A.,The median height of Group B is larger than the median height of Group A.,C,,"Choice C is correct. Standard deviation is a measure of spread, so data sets with larger standard deviations tend to have larger spread. The standard deviation of the heights of the men in Group B is larger than the standard deviation of the heights of the men in Group A. Therefore, the heights of the men in Group B had a larger spread than the heights of the men in Group A.Choice A is incorrect. If two data sets are identical, they will have equivalent means and equivalent standard deviations. Since the two data sets have different standard deviations, they cannot be identical. Choice B is incorrect. Without knowing the maximum value for each data set, it’s impossible to know which group contained the tallest participant. Choice D is incorrect. Since the means of the two groups are equivalent, the medians could also be the same or could be different, but it's impossible to tell from the given information."
Math,Problem-Solving and Data Analysis,Two-variable data: Models and scatterplots,Hard,"The scatterplot above shows the number of visitors to a railroad museum in Pennsylvania each year from 1968 to 1980, where t is the number of years since 1968 and n is the number of visitors. A line of best fit is also shown. Which of the following could be an equation of the line of best fit shown?","[Math: n =, 16,090, + 4,680, t]","[Math: n =, 4,690, + 16,090, t]","[Math: n =, 16,090, + 9,060, t]","[Math: n =, 9,060, + 16,090, t]",A,,"Choice A is correct. An equation of a line of best fit can be written in the form [Math: y =, a, + b x], where a is the y-intercept of the line and b is the slope. In the scatterplot shown, the line of best fit intersects the y-axis just over halfway between 10,000 and 20,000, or approximately 16,000. The line of best fit also intersects the graph at [Math: the . with coordinates 5 , 40,000]. Using the slope formula [Math: b =, the fraction with numerator y sub 2 minus y sub 1, and denominator x sub 2 minus x sub 1, end fraction] and two points that lie on the graph such as [Math: the . with coordinates 5 , 40,000] and [Math: the . with coordinates 0 , 16,000], the slope can be approximated as [Math: the fraction with numerator 40,000 minus 16,000, and denominator 5 minus 0, end fraction], or 4,800. Only choice A has a y-intercept near the estimate of 16,000 and a slope near the estimate of 4,800. Therefore, an equation of the line of best fit could be [Math: n =, 16,090 + 4,680 t].Choice B is incorrect because the values for the slope and the y-coordinate of the y-intercept are switched. Choice C is incorrect because the value for the slope is approximately double the actual slope. Choice D is incorrect because the values for the slope and the y-intercept are switched and because the slope is approximately double the actual slope."
Math,Problem-Solving and Data Analysis,"Ratios, rates, proportional relationships, and units",Medium,"Tanya earns $13.50 per hour at her part-time job. When she works z hours, she earns [Math: 13 . 5 0 z] dollars. Which of the following expressions gives the amount, in dollars, Tanya will earn if she works [Math: 3 z] hours?","[Math: 3 times, open parenthesis, 13 . 5 0 z, close parenthesis]",[Math: 3 + 13 . 5 0 z],[Math: 3 z + 13 . 5 0 z],"[Math: 13 . 5 0 times, open parenthesis, z + 3, close parenthesis]",A,,"Choice A is correct. It’s given that when Tanya works z hours, she earns [Math: 13 . 5 0 z] dollars. Since her hourly rate is constant, if she works 3 times as many hours, or [Math: 3 z] hours, she will earn 3 times as many dollars, or [Math: 3 times, open parenthesis, 13 . 5 0 z, close parenthesis].Choice B is incorrect. This expression represents adding 3 dollars to the [Math: 13 . 5 0 z] dollars Tanya will earn. Choice C is incorrect. This expression can be rewritten as [Math: 16 . 5 0 z], which implies that Tanya earns $16.50 per hour, not $13.50. Choice D is incorrect. This expression adds 3 to the number of hours Tanya works, rather than multiplying the hours she works by 3."
Math,Problem-Solving and Data Analysis,"Ratios, rates, proportional relationships, and units",Easy,"A printer produces posters at a constant rate of $42$ posters per minute. At what rate, in posters per hour, does the printer produce the posters?",,,,,2520,2520,"The correct answer is $2,520$. There are $60$ minutes in one hour. At a rate of $42$ posters per minute, the number of posters produced in one hour can be determined by $\left(\frac{42 \text{posters}}{1 \text{minute}}\right) \left(\frac{60 \text{minutes}}{1 \text{hour}}\right)$, which is $2,520$ posters per hour."
Math,Problem-Solving and Data Analysis,Probability and conditional probability,Easy,"A bag contains a total of 60 marbles. A marble is to be chosen at random from the bag. If the probability that a blue marble will be chosen is 0.35, how many marbles in the bag are blue?",21,25,35,39,,,"Choice A is correct. Multiplying the number of marbles in the bag by the probability of selecting a blue marble gives the number of blue marbles in the bag. Since the bag contains a total of 60 marbles and the probability that a blue marble will be selected from the bag is 0.35, there are a total of [Math: 0 . 3 5 times 60, = 21] blue marbles in the bag.Choice B is incorrect and may result from subtracting 35 from 60. Choice C is incorrect. This would be the number of blue marbles in the bag if there were a total of 100 marbles, not 60 marbles. Choice D is incorrect. This is the number of marbles in the bag that aren’t blue."
Math,Problem-Solving and Data Analysis,"Ratios, rates, proportional relationships, and units",Medium,"An insect moves at a speed of $\frac{3}{20}$ feet per second. What is this speed, in yards per second? $\left(3 \text{feet} = 1 \text{yard}\right)$",$\frac{1}{20}$,$\frac{9}{20}$,$6$,$20$,A,,"Choice A is correct. It’s given that $3 \text{feet} = 1 \text{yard}$. It follows that a speed of $\frac{3}{20}$ feet per second is equivalent to $\left(\frac{\frac{3}{20} \text{feet}}{1 \text{second}}\right) \left(\frac{1 \text{yard}}{3 \text{feet}}\right)$, which is equivalent to $\left(\frac{3}{20}\right) \left(\frac{1}{3}\right)$, or $\frac{1}{20}$, yards per second. Choice B is incorrect. This is the speed, in feet per second, that's equivalent to $\frac{3}{20}$ yards per second. Choice C is incorrect. This is the speed, in yards per second, that's equivalent to $18$, not $\frac{3}{20}$, feet per second. Choice D is incorrect. This is the speed, in yards per second, that's equivalent to $60$, not $\frac{3}{20}$, feet per second."
Math,Problem-Solving and Data Analysis,Two-variable data: Models and scatterplots,Easy,"In an experiment, a heated cup of coffee is removed from a heat source, and the cup of coffee is then left in a room that is kept at a constant temperature. The graph above shows the temperature, in degrees Fahrenheit (°F), of the coffee immediately after being removed from the heat source and at 10-minute intervals thereafter. During which of the following 10-minute intervals does the temperature of the coffee decrease at the greatest average rate?",Between 0 and 10 minutes,Between 30 and 40 minutes,Between 50 and 60 minutes,Between 90 and 100 minutes,A,,"Choice A is correct. The average rate of change in temperature of the coffee in degrees Fahrenheit per minute is calculated by dividing the difference between two recorded temperatures by the number of minutes in the corresponding interval of time. Since the time intervals given are all 10 minutes, the average rate of change is greatest for the points with the greatest difference in temperature. Of the choices, the greatest difference in temperature occurs between 0 and 10 minutes.Choices B, C, and D are incorrect and may result from misinterpreting the average rate of change from the graph."
Math,Problem-Solving and Data Analysis,One-variable data: Distributions and measures of center and spread,Hard,A data set of 27 different numbers has a mean of 33 and a median of 33. A new data set is created by adding 7 to each number in the original data set that is greater than the median and subtracting 7 from each number in the original data set that is less than the median. Which of the following measures does NOT have the same value in both the original and new data sets?,Median,Mean,Sum of the numbers,Standard deviation,D,,"Choice D is correct. When a data set has an odd number of elements, the median can be found by ordering the values from least to greatest and determining the middle value. Out of the 27 different numbers in this data set, 13 numbers are below the median, one number is exactly 33, and 13 numbers are above the median. When 7 is subtracted from each number below the median and added to each number above the median, the data spread out from the median. Since the median of this data set, 33, is equivalent to the mean of the data set, the data also spread out from the mean. Since standard deviation is a measure of how spread out the data are from the mean, a greater spread from the mean indicates an increased standard deviation.Choice A is incorrect. All the numbers less than the median decrease and all the numbers greater than the median increase, but the median itself doesn’t change. Choices B and C are incorrect. The mean of a data set is found by dividing the sum of the values by the number of values. The net change from subtracting 7 from 13 numbers and adding 7 to 13 numbers is zero. Therefore, neither the mean nor the sum of the numbers changes."
Math,Problem-Solving and Data Analysis,"Ratios, rates, proportional relationships, and units",Hard,"If $\frac{4 a}{b} = 6.7$ and $\frac{a}{b n} = 26.8$, what is the value of $n$?",,,,,".0625, 1/16",".0625, 1/16","The correct answer is $.0625$. It's given that $\frac{4 a}{b} = 6.7$ and $\frac{a}{b n} = 26.8$. The equation $\frac{4 a}{b} = 6.7$ can be rewritten as $\left(4\right) \left(\frac{a}{b}\right) = 6.7$. Dividing both sides of this equation by $4$ yields $\frac{a}{b} = 1.675$. The equation $\frac{a}{b n} = 26.8$ can be rewritten as $\left(\frac{a}{b}\right) \left(\frac{1}{n}\right) = 26.8$. Substituting $1.675$ for $\frac{a}{b}$ in this equation yields $\left(1.675\right) \left(\frac{1}{n}\right) = 26.8$, or $\frac{1.675}{n} = 26.8$. Multiplying both sides of this equation by $n$ yields $1.675 = 26.8 n$. Dividing both sides of this equation by $26.8$ yields $n = 0.0625$. Therefore, the value of $n$ is $0.0625$. Note that .0625, 0.062, 0.063, and 1/16 are examples of ways to enter a correct answer."
Math,Problem-Solving and Data Analysis,Percentages,Easy,"Of $900,000$ beads, $828,000$ are silver. What percentage of the beads are silver?",$8 \%$,$36 \%$,$72 \%$,$92 \%$,D,,"Choice D is correct. The proportion of the beads that are silver can be written as $\frac{828,000}{900,000}$, or $0.92$. Therefore, the percentage of the beads that are silver is $0.92 \left(100\right)$, or $92 \%$. Choice A is incorrect. This is the percentage of the beads that are not silver. Choice B is incorrect and may result from conceptual or calculation errors. Choice C is incorrect and may result from conceptual or calculation errors."
Math,Problem-Solving and Data Analysis,"Ratios, rates, proportional relationships, and units",Easy,"A kangaroo has a mass of $28$ kilograms. What is the kangaroo's mass, in grams? $( 1 \text{kilogram} = 1,000 \text{grams})$","$28,000$","$1,028$",$972$,$784$,A,,"Choice A is correct. It's given that a kangaroo has a mass of $28$ kilograms and that $1$ kilogram is equal to $1,000$ grams. Therefore, the kangaroo's mass, in grams, is $28 \text{kilograms} \left(\frac{1,000 \text{grams}}{1 \text{kilogram}}\right)$, which is equivalent to $28,000$ grams. Choice B is incorrect and may result from conceptual or calculation errors. Choice C is incorrect and may result from conceptual or calculation errors. Choice D is incorrect and may result from conceptual or calculation errors."
Math,Problem-Solving and Data Analysis,Two-variable data: Models and scatterplots,Easy,The scatterplot above shows the high temperature on a certain day and the elevation of 8 different locations in the Lake Tahoe Basin. A line of best fit for the data is also shown. Which of the following statements best describes the association between the elevation and the temperature of locations in the Lake Tahoe Basin?,"As the elevation increases, the temperature tends to increase.","As the elevation increases, the temperature tends to decrease.","As the elevation decreases, the temperature tends to decrease.",There is no association between the elevation and the temperature.,B,,"Choice B is correct. The association between the elevation and the temperature of locations in the Lake Tahoe Basin can be described by looking at the direction of the line of best fit. The line of best fit slopes downward, which corresponds to the temperature decreasing as the elevation increases.Choices A and C are incorrect. Both of these choices would be represented by a line of best fit that slopes from the lower left to the upper right of the graph, which isn’t what’s shown on the graph. Choice D is incorrect. This choice would be represented by a line of best fit that is horizontal or has a slope very close to 0. This is not what’s shown on the graph."
Math,Problem-Solving and Data Analysis,Percentages,Hard,"After $20 \%$ of the original number of marbles in a group were removed from the group, $360$ marbles remained in the group. How many marbles were removed from the group?",$72$,$90$,$450$,"$1,800$",B,,"Choice B is correct. It's given that $20 \%$ of the original number of marbles were removed from the group. Let $x$ represent the original number of marbles in the group. It follows that $\frac{20}{100} x$, or $0.20 x$, marbles were removed from the group. Therefore, $x - 0.20 x$ marbles remained in the group. It's also given that $360$ marbles remained in the group. Thus, $x - 0.20 x = 360$, or $0.80 x = 360$. Dividing both sides of this equation by $0.80$ yields $x = 450$. Substituting $450$ for $x$ in the expression $0.20 x$ yields $0.20 \left(\right. 450 \left.\right)$, or $90$. Therefore, $90$ marbles were removed from the group. Choice A is incorrect. This is $20 \%$ of the remaining number of marbles. Choice C is incorrect. This is the original number of marbles, not the number of marbles that were removed. Choice D is incorrect and may result from conceptual or calculation errors."
Math,Problem-Solving and Data Analysis,Two-variable data: Models and scatterplots,Hard,"The scatterplot above shows a company’s ice cream sales d, in dollars, and the high temperature t, in degrees Celsius (°C), on 12 different days. A line of best fit for the data is also shown. Which of the following could be an equation of the line of best fit?","[Math: d =, 0 . 0 3 t + 402]","[Math: d =, 10 t + 402]","[Math: d =, 33 t + 300]","[Math: d =, 33 t + 84]",D,,"Choice D is correct. On the line of best fit, d increases from approximately 480 to 880 between [Math: t = 12] and [Math: t = 24]. The slope of the line of best fit is the difference in d-values divided by the difference in t-values, which gives [Math: the fraction with numerator 880 minus 480, and denominator 24 minus 12, end fraction, =, the fraction 400 over 12], or approximately 33. Writing the equation of the line of best fit in slope-intercept form gives [Math: d =, 33 t + b], where b is the y-coordinate of the y-intercept. This equation is satisfied by all points on the line, so [Math: d = 480] when [Math: t = 12]. Thus, [Math: 480 =, 33 times 12, + b], which is equivalent to [Math: 480 =, 396 + b]. Subtracting 396 from both sides of this equation gives [Math: b = 84]. Therefore, an equation for the line of best fit could be [Math: d =, 33 t + 84].Choice A is incorrect and may result from an error in calculating the slope and misidentifying the y-coordinate of the y-intercept of the graph as the value of d at rather than the value of d at [Math: t = 0]. Choice B is incorrect and may result from using the smallest value of t on the graph as the slope and misidentifying the y-coordinate of the y-intercept of the graph as the value of d at [Math: t = 10] rather than the value of d at [Math: t = 0]. Choice C is incorrect and may result from misidentifying the y-coordinate of the y-intercept as the smallest value of d on the graph."
Math,Problem-Solving and Data Analysis,Percentages,Hard,"A school district is forming a committee to discuss plans for the construction of a new high school. Of those invited to join the committee, 15% are parents of students, 45% are teachers from the current high school, 25% are school and district administrators, and the remaining 6 individuals are students. How many more teachers were invited to join the committee than school and district administrators?",,,,,,,"The correct answer is 8. The 6 students represent [Math: open parenthesis, 100 minus 15, minus 45, minus 25, close parenthesis, percent, = 15 percent] of those invited to join the committee. If x people were invited to join the committee, then [Math: 0 . 1 5 x, = 6]. Thus, there were [Math: 6 over, 0 . 1 5, = 40] people invited to join the committee. It follows that there were [Math: 0 . 4 5 times 40, = 18] teachers and [Math: 0 . 2 5 times 40, = 10] school and district administrators invited to join the committee. Therefore, there were 8 more teachers than school and district administrators invited to join the committee."
Math,Problem-Solving and Data Analysis,Percentages,Easy,What is $10 \%$ of $370$?,$27$,$37$,$333$,$360$,B,,"Choice B is correct. $10 \%$ of a quantity means $\frac{10}{100}$ times the quantity. Therefore, $10 \%$ of $370$ can be represented as $\frac{10}{100} \left(370\right)$, which is equivalent to $0.10 \left(370\right)$, or $37$. Therefore, $10 \%$ of $370$ is $37$. Choice A is incorrect. This is $10 \%$ of $270$, not $10 \%$ of $370$. Choice C is incorrect. This is $90 \%$ of $370$, not $10 \%$ of $370$. Choice D is incorrect. This is $370 - 10$, not $10 \%$ of $370$."
Math,Problem-Solving and Data Analysis,"Ratios, rates, proportional relationships, and units",Hard,"At a particular track meet, the ratio of coaches to athletes is $1$ to $26$. If there are $x$ coaches at the track meet, which of the following expressions represents the number of athletes at the track meet?",$\frac{x}{26}$,$26 x$,$x + 26$,$\frac{26}{x}$,B,,"Choice B is correct. It’s given that at a particular track meet, the ratio of coaches to athletes is $1$ to $26$. If one number in a ratio is multiplied by a value, the other number must be multiplied by the same value in order to maintain the same ratio. If there are $x$ coaches at the track meet, multiplying both numbers in the ratio by $x$ yields $1 \left(x\right)$ to $26 \left(x\right)$, or $x$ to $26 x$. Therefore, the expression $26 x$ represents the number of athletes at the track meet. Choice A is incorrect and may result from conceptual or calculation errors. Choice C is incorrect and may result from conceptual or calculation errors. Choice D is incorrect and may result from conceptual or calculation errors."
Math,Problem-Solving and Data Analysis,Probability and conditional probability,Medium,The data on the coat color and eye color for 48 Himalayan kittens available for adoption were collected and summarized in the table above. What fraction of the chocolate-colored kittens has deep blue eyes?,[Math: the fraction 12 over 48],[Math: the fraction 12 over 28],[Math: the fraction 16 over 32],[Math: the fraction 12 over 16],D,,"Choice D is correct. The table shows that there are a total of 16 kittens that have a chocolate-colored coat. Of the 16 with a chocolate-colored coat, 12 have deep blue eyes. Therefore, the fraction of chocolate-colored kittens with deep blue eyes is simply the ratio of those two numbers, or [Math: the fraction 12 over 16].Choice A is incorrect; this is the fraction of all chocolate-colored kittens. Choice B is incorrect; this is the fraction of kittens with deep blue eyes that have a chocolate-colored coat. Choice C is incorrect; this is the fraction of cream-tortoiseshell-colored kittens with deep blue eyes."
Math,Problem-Solving and Data Analysis,Two-variable data: Models and scatterplots,Easy,"According to the line graph above, between which two consecutive years was there the greatest change in the number of 3‑D movies released?",2003–2004,2008–2009,2009–2010,2010–2011,D,,"Choice D is correct. The change in the number of 3-D movies released between any two consecutive years can be found by first estimating the number of 3-D movies released for each of the two years and then finding the positive difference between these two estimates. Between 2003 and 2004, this change is approximately [Math: 2 minus 2, = 0] movies; between 2008 and 2009, this change is approximately [Math: 20 minus 8, = 12] movies; between 2009 and 2010, this change is approximately [Math: 26 minus 20, = 6] movies; and between 2010 and 2011, this change is approximately [Math: 46 minus 26, = 20] movies. Therefore, of the pairs of consecutive years in the choices, the greatest increase in the number of 3-D movies released occurred during the time period between 2010 and 2011.Choices A, B, and C are incorrect. Between 2010 and 2011, approximately 20 more 3-D movies were released. The change in the number of 3-D movies released between any of the other pairs of consecutive years is significantly smaller than 20."
Math,Problem-Solving and Data Analysis,Probability and conditional probability,Medium,"The table above gives the number of United States presidents from 1789 to 2015 whose age at the time they first took office is within the interval listed. Of those presidents who were at least 50 years old when they first took office, what fraction were at least 60 years old?",[Math: 10 over 43],[Math: 10 over 34],[Math: 10 over 24],[Math: 25 over 34],B,,"Choice B is correct. The sample space is restricted to the presidents who were at least 50 years old when they first took office. Therefore, the sum of the values in the final four rows of the table, [Math: 13 + 11, + 7, + 3, = 34], is the total number of presidents in the sample space. The number of presidents who were at least 60 years old is the sum of the values in the final two rows of the table: [Math: 7 + 3, = 10]. Thus, the fraction of the 34 presidents who were at least 50 years old when they first took office who were at least 60 years old is [Math: 10 over 34].Choice A is incorrect. This is the fraction of all presidents in the table who were at least 60 years old when they first took office. Choice C is incorrect and may result from treating the number of presidents who were between 50 and 59 years old when they first took office, instead of the number of presidents who were at least 50 years old, as the sample space. Choice D is incorrect and may result from a calculation error."
Math,Problem-Solving and Data Analysis,"Ratios, rates, proportional relationships, and units",Easy,"An object travels at a constant speed of $12$ centimeters per second. At this speed, what is the time, in seconds, that it would take for the object to travel $108$ centimeters?",$9$,$96$,$120$,$972$,A,,"Choice A is correct. If the object travels $108$ centimeters at a speed of $12$ centimeters per second, the time of travel can be determined by dividing the total distance by the speed. This results in $\frac{108 \text{centimeters}}{12 \text{centimeters} / \text{second}}$, which is $9$ seconds. Choice B is incorrect and may result from conceptual or calculation errors. Choice C is incorrect and may result from conceptual or calculation errors. Choice D is incorrect and may result from conceptual or calculation errors."
Math,Problem-Solving and Data Analysis,"Ratios, rates, proportional relationships, and units",Easy,"What length, in centimeters, is equivalent to a length of $51$ meters? $\left(1 \text{meter} = 100 \text{centimeters}\right)$",$0.051$,$0.51$,"$5,100$","$51,000$",C,,"Choice C is correct. Since $1$ meter is equal to $100$ centimeters, $51$ meters is equal to $51 \text{meters} \left(\frac{100 \text{centimeters}}{1 \text{meter}}\right)$, or $5,100$ centimeters. Choice A is incorrect and may result from conceptual or calculation errors. Choice B is incorrect and may result from dividing, rather than multiplying, $51$ by $100$. Choice D is incorrect. This is the length, in millimeters rather than centimeters, that is equivalent to a length of $51$ meters."
Math,Problem-Solving and Data Analysis,Percentages,Medium,What number is $40 \%$ greater than $115$?,,,,,161,161,"The correct answer is $161$. For a number to be $40 \%$ greater than $115$, it follows that the number is $\left(100 \% \text{of} 115\right) + \left(40 \% \text{of} 115\right)$, which can be written as $\frac{100}{100} \left(115\right) + \frac{40}{100} \left(115\right)$. This expression is equivalent to $1 \left(115\right) + 0.4 \left(115\right)$, or $1.4 \left(115\right)$, which is equal to $161$. Therefore, $161$ is $40 \%$ greater than $115$."
